Rank,Title,LetterboxdURI
424,The Great Escape,https://letterboxd.com/film/the-great-escape/
425,Short Term 12,https://letterboxd.com/film/short-term-12-2013/
426,Silenced,https://letterboxd.com/film/silenced/
427,Through a Glass Darkly,https://letterboxd.com/film/through-a-glass-darkly/
428,Fallen Angels,https://letterboxd.com/film/fallen-angels/
429,Cool Hand Luke,https://letterboxd.com/film/cool-hand-luke/
430,Alice in the Cities,https://letterboxd.com/film/alice-in-the-cities/
431,"Synecdoche, New York",https://letterboxd.com/film/synecdoche-new-york/
432,Star Wars,https://letterboxd.com/film/star-wars/
433,Oppenheimer,https://letterboxd.com/film/oppenheimer-2023/
434,Mulan,https://letterboxd.com/film/mulan/
435,The Killer,https://letterboxd.com/film/the-killer/
436,American History X,https://letterboxd.com/film/american-history-x/
437,The Virgin Spring,https://letterboxd.com/film/the-virgin-spring/
438,Hiroshima Mon Amour,https://letterboxd.com/film/hiroshima-mon-amour/
439,Past Lives,https://letterboxd.com/film/past-lives/
440,Brokeback Mountain,https://letterboxd.com/film/brokeback-mountain/
441,Punishment Park,https://letterboxd.com/film/punishment-park/
442,Pride,https://letterboxd.com/film/pride-2014/
443,Eat Drink Man Woman,https://letterboxd.com/film/eat-drink-man-woman/
444,The Wolf House,https://letterboxd.com/film/the-wolf-house/
445,The Great Silence,https://letterboxd.com/film/the-great-silence/
446,Society of the Snow,https://letterboxd.com/film/society-of-the-snow/
447,Sentimental Value,https://letterboxd.com/film/sentimental-value-2025/
448,The Intouchables,https://letterboxd.com/film/the-intouchables/
449,The Gold Rush,https://letterboxd.com/film/the-gold-rush/
450,Pan's Labyrinth,https://letterboxd.com/film/pans-labyrinth/
451,Mustang,https://letterboxd.com/film/mustang-2015/
452,Raiders of the Lost Ark,https://letterboxd.com/film/raiders-of-the-lost-ark/
453,Three Colours: Blue,https://letterboxd.com/film/three-colours-blue/
454,Dial M for Murder,https://letterboxd.com/film/dial-m-for-murder/
455,Midnight Cowboy,https://letterboxd.com/film/midnight-cowboy/
456,The Leopard,https://letterboxd.com/film/the-leopard/
457,Sanjuro,https://letterboxd.com/film/sanjuro/
458,Nine Queens,https://letterboxd.com/film/nine-queens/
459,3 Idiots,https://letterboxd.com/film/3-idiots/
460,3 Women,https://letterboxd.com/film/3-women/
461,Seconds,https://letterboxd.com/film/seconds/
462,The Hidden Fortress,https://letterboxd.com/film/the-hidden-fortress/
463,Terrorizers,https://letterboxd.com/film/terrorizers/
464,The Conversation,https://letterboxd.com/film/the-conversation/
465,Pink Floyd: The Wall,https://letterboxd.com/film/pink-floyd-the-wall/
466,Fargo,https://letterboxd.com/film/fargo/
467,The Sword of Doom,https://letterboxd.com/film/the-sword-of-doom/
468,One Battle After Another,https://letterboxd.com/film/one-battle-after-another/
469,Kiki's Delivery Service,https://letterboxd.com/film/kikis-delivery-service/
470,Scarface,https://letterboxd.com/film/scarface-1983/
471,I Dream in Another Language,https://letterboxd.com/film/i-dream-in-another-language/
472,Monty Python and the Holy Grail,https://letterboxd.com/film/monty-python-and-the-holy-grail/
473,There's Still Tomorrow,https://letterboxd.com/film/theres-still-tomorrow/
474,Breaking the Waves,https://letterboxd.com/film/breaking-the-waves/
475,How to Train Your Dragon,https://letterboxd.com/film/how-to-train-your-dragon/
476,Wild Tales,https://letterboxd.com/film/wild-tales/
477,Phantom of the Paradise,https://letterboxd.com/film/phantom-of-the-paradise/
478,Harry Potter and the Prisoner of Azkaban,https://letterboxd.com/film/harry-potter-and-the-prisoner-of-azkaban/
479,"One Sings, the Other Doesn't",https://letterboxd.com/film/one-sings-the-other-doesnt/
480,The Servant,https://letterboxd.com/film/the-servant/
481,Pride & Prejudice,https://letterboxd.com/film/pride-prejudice/
482,My Father's Shadow,https://letterboxd.com/film/my-fathers-shadow-2025/
483,Rope,https://letterboxd.com/film/rope/
484,McCabe & Mrs. Miller,https://letterboxd.com/film/mccabe-mrs-miller/
485,The Umbrellas of Cherbourg,https://letterboxd.com/film/the-umbrellas-of-cherbourg/
486,Reservoir Dogs,https://letterboxd.com/film/reservoir-dogs/
487,Le Bonheur,https://letterboxd.com/film/happiness-1965/
488,Faust,https://letterboxd.com/film/faust-1926/
489,Arrival,https://letterboxd.com/film/arrival-2016/
490,Souleymane's Story,https://letterboxd.com/film/souleymanes-story/
491,Redline,https://letterboxd.com/film/redline/
492,12th Fail,https://letterboxd.com/film/12th-fail/
493,Mr. Smith Goes to Washington,https://letterboxd.com/film/mr-smith-goes-to-washington/
494,Get Out,https://letterboxd.com/film/get-out-2017/
495,About Elly,https://letterboxd.com/film/about-elly/
496,Fitzcarraldo,https://letterboxd.com/film/fitzcarraldo/
497,Short Cuts,https://letterboxd.com/film/short-cuts/
498,In Cold Blood,https://letterboxd.com/film/in-cold-blood/
499,Love Letter,https://letterboxd.com/film/love-letter/
500,Our Little Sister,https://letterboxd.com/film/our-little-sister/
